Product Name,Quantity Sold,Unit Price,Date of Sale,Region,Total Sales
Local,21,66.17,2024-12-01,South,1389.57
Show,42,88.7,2024-03-04,East,3725.4
Moment,47,67.21,2024-10-10,West,3158.87
Listen,57,62.57,2024-02-13,East,3566.49
Give,40,72.62,2024-05-05,North,2904.8
People,39,18.98,2024-12-09,West,740.22
Fly,36,12.98,2024-03-09,West,467.28
Happy,77,92.41,2024-08-03,East,7115.57
Subject,36,57.76,2024-04-12,South,2079.36
Ahead,32,81.81,2024-03-11,East,2617.92
Almost,93,30.2,2024-03-31,West,2808.6
Above,45,12.66,2024-02-04,West,569.7
Policy,95,90.53,2024-07-31,North,8600.35
Just,34,57.67,2024-09-21,North,1960.78
Movement,66,73.5,2024-08-07,East,4851.0
Old,86,65.82,2024-07-09,South,5660.52
A,37,57.68,2024-08-31,West,2134.16
Today,33,17.25,2025-01-16,East,569.25
Meeting,51,64.91,2024-12-23,West,3310.41
Possible,33,46.7,2024-08-13,South,1541.1
Go,61,48.25,2024-03-23,West,2943.25
Try,9,95.82,2024-02-10,East,862.38
Kitchen,50,13.73,2024-10-09,South,686.5
Loss,100,42.14,2024-02-09,South,4214.0
Drop,26,58.37,2024-10-08,South,1517.62
Chair,4,36.25,2024-07-28,West,145.0
Book,54,52.41,2024-03-06,West,2830.14
Today,42,33.55,2024-12-22,East,1409.1
Relate,83,93.65,2024-08-10,East,7772.95
Candidate,45,92.65,2024-07-26,North,4169.25
Age,27,44.02,2024-08-12,East,1188.54
Perform,2,89.45,2024-08-06,West,178.9
Those,79,94.39,2024-10-27,East,7456.81
Course,3,21.8,2024-04-12,West,65.4
Able,55,59.96,2024-07-05,South,3297.8
Hundred,65,94.81,2024-02-28,West,6162.65
Exactly,28,42.56,2024-06-20,South,1191.68
Pattern,35,66.43,2024-04-07,North,2325.05
Former,85,90.61,2024-03-02,North,7701.85
Today,88,71.11,2024-09-14,East,6257.68
Pressure,10,57.44,2024-04-20,South,574.4
Simply,36,34.75,2024-02-18,East,1251.0
Model,20,61.42,2024-12-30,West,1228.4
End,50,99.92,2024-06-11,East,4996.0
Trouble,85,35.49,2024-12-15,East,3016.65
Home,30,57.9,2024-07-12,South,1737.0
Mrs,53,97.28,2024-04-07,North,5155.84
Affect,41,36.48,2024-02-01,West,1495.68
Any,25,58.4,2024-03-20,South,1460.0
Necessary,8,70.56,2025-01-12,South,564.48
Behavior,74,7.5,2024-06-05,South,555.0
Work,92,90.53,2024-03-07,West,8328.76
Above,13,96.73,2024-10-23,North,1257.49
Write,44,25.16,2024-05-13,West,1107.04
Fill,80,47.22,2024-06-14,South,3777.6
Change,76,89.99,2024-04-20,East,6839.24
Cause,83,28.22,2024-06-15,West,2342.26
Pass,28,95.4,2024-09-02,West,2671.2
Box,63,87.3,2024-12-06,South,5499.9
Capital,83,34.61,2024-11-06,East,2872.63
Approach,36,78.6,2024-03-21,West,2829.6
Onto,71,52.65,2024-07-27,South,3738.15
Available,31,25.46,2024-10-03,North,789.26
Response,100,35.99,2024-03-07,West,3599.0
Mouth,75,78.06,2024-03-13,West,5854.5
Staff,82,68.1,2024-08-13,North,5584.2
Report,76,30.38,2024-09-13,North,2308.88
Issue,90,12.8,2024-02-26,East,1152.0
Unit,15,8.35,2024-12-16,East,125.25
True,27,16.73,2024-03-19,West,451.71
Politics,100,32.66,2024-02-09,East,3266.0
Church,39,11.88,2024-12-29,West,463.32
Couple,37,38.87,2024-08-03,West,1438.19
Many,53,84.73,2024-05-29,East,4490.69
Political,14,98.88,2024-12-20,North,1384.32
Between,89,70.85,2025-01-13,West,6305.65
Part,74,75.55,2024-07-15,West,5590.7
Section,55,30.26,2024-02-08,South,1664.3
Race,92,49.4,2025-01-16,East,4544.8
Appear,2,99.75,2024-10-06,South,199.5
Question,51,69.3,2024-07-08,South,3534.3
Part,92,63.98,2024-05-24,West,5886.16
Certain,54,70.88,2024-10-16,East,3827.52
Evidence,43,90.48,2024-06-29,East,3890.64
Space,9,57.51,2024-09-16,West,517.59
Commercial,39,25.42,2024-03-12,East,991.38
Matter,96,98.13,2024-07-12,East,9420.48
Another,99,87.55,2024-02-28,North,8667.45
Wear,59,6.54,2024-05-31,West,385.86
Popular,27,71.35,2025-01-05,South,1926.45
Toward,55,44.03,2024-10-17,South,2421.65
Camera,93,27.56,2024-02-15,West,2563.08
Difference,73,82.46,2024-08-21,North,6019.58
Amount,50,73.08,2024-08-26,South,3654.0
Sign,48,19.75,2024-10-20,West,948.0
Enough,4,64.56,2025-01-20,South,258.24
Mouth,78,33.48,2025-01-14,North,2611.44
Young,46,55.56,2024-04-08,East,2555.76
Box,81,31.23,2024-08-12,West,2529.63
Sound,55,31.39,2024-09-08,South,1726.45
Go,97,83.93,2024-07-30,South,8141.21
Note,24,90.27,2024-11-25,South,2166.48
However,54,39.27,2024-04-28,West,2120.58
Strong,49,14.28,2024-09-09,North,699.72
Along,50,81.18,2024-03-19,South,4059.0
Study,3,76.85,2025-01-06,South,230.55
Also,15,89.52,2024-06-13,North,1342.8
Behavior,66,33.33,2024-12-13,South,2199.78
Wish,17,57.53,2024-10-30,South,978.01
Someone,4,75.77,2024-07-05,West,303.08
Sea,89,75.51,2024-12-25,North,6720.39
Term,62,35.24,2024-03-21,South,2184.88
Guess,2,22.78,2024-12-26,North,45.56
Key,76,61.87,2024-12-18,North,4702.12
Voice,72,23.18,2024-05-19,West,1668.96
I,25,49.72,2024-05-07,North,1243.0
Whom,67,27.86,2024-11-07,East,1866.62
Artist,14,16.04,2024-04-02,North,224.56
Three,58,5.22,2024-09-12,East,302.76
List,61,54.14,2024-12-21,West,3302.54
Soldier,17,92.81,2024-05-31,South,1577.77
Instead,55,6.49,2024-11-09,West,356.95
Detail,36,12.86,2024-10-17,North,462.96
Discussion,9,62.43,2025-01-06,East,561.87
Stand,60,28.89,2024-12-13,East,1733.4
Themselves,28,99.45,2024-04-08,North,2784.6
If,91,88.41,2024-06-09,North,8045.31
Model,60,53.7,2024-11-29,East,3222.0
Finish,64,17.89,2024-03-01,West,1144.96
Ground,50,12.4,2025-01-20,East,620.0
Oil,17,87.22,2024-02-01,South,1482.74
Prevent,75,42.2,2024-03-29,South,3165.0
Box,82,64.47,2024-12-02,North,5286.54
Continue,53,28.42,2024-08-22,South,1506.26
For,92,39.06,2024-11-23,North,3593.52
Suggest,12,45.94,2024-02-04,East,551.28
Age,21,21.46,2024-06-29,West,450.66
Purpose,73,66.56,2024-07-18,West,4858.88
Hear,7,80.05,2024-10-31,East,560.35
Issue,89,81.5,2024-04-27,North,7253.5
Pull,69,33.14,2024-12-18,West,2286.66
Decide,52,18.32,2024-01-29,North,952.64
Store,21,49.66,2024-09-22,West,1042.86
Thus,11,37.26,2024-09-04,West,409.86
Only,59,97.7,2024-01-31,South,5764.3
Service,1,76.4,2024-03-06,South,76.4
Eat,92,17.03,2024-06-10,West,1566.76
Certain,79,60.81,2024-05-10,East,4803.99
Spend,77,66.09,2024-08-05,West,5088.93
Realize,59,14.29,2024-07-15,East,843.11
Send,17,17.91,2024-08-21,West,304.47
Affect,31,89.12,2024-10-09,East,2762.72
Rich,67,6.61,2024-07-18,North,442.87
Performance,55,70.39,2024-02-20,West,3871.45
Commercial,92,53.64,2024-11-01,West,4934.88
Focus,68,89.06,2024-11-13,North,6056.08
Former,44,59.8,2024-08-12,North,2631.2
Head,58,45.94,2024-10-05,South,2664.52
Research,42,89.59,2024-03-22,West,3762.78
Study,25,86.7,2024-05-15,North,2167.5
Trade,71,93.58,2024-10-08,West,6644.18
Yes,65,38.16,2024-04-09,South,2480.4
Find,85,32.45,2024-11-21,West,2758.25
Carry,71,58.71,2024-05-20,East,4168.41
Build,11,16.31,2024-04-15,North,179.41
Support,16,22.4,2024-03-29,East,358.4
Protect,71,12.68,2024-02-27,South,900.28
Treatment,79,22.16,2024-09-15,North,1750.64
Power,63,62.58,2024-09-12,East,3942.54
On,83,78.73,2024-10-03,North,6534.59
If,14,53.14,2024-07-18,North,743.96
Activity,70,32.66,2024-07-13,South,2286.2
Adult,67,50.01,2024-04-29,East,3350.67
On,37,7.4,2024-03-29,North,273.8
Here,36,69.87,2024-10-12,North,2515.32
Create,24,72.56,2024-02-13,East,1741.44
Sometimes,44,25.67,2024-03-23,East,1129.48
Visit,39,42.96,2024-07-08,East,1675.44
Author,75,62.95,2024-04-01,North,4721.25
Quite,93,50.21,2024-09-25,West,4669.53
My,32,62.99,2024-08-01,South,2015.68
Consider,80,23.64,2024-08-24,East,1891.2
Board,52,14.61,2024-09-27,North,759.72
Next,40,74.99,2024-04-15,West,2999.6
Up,11,72.48,2024-07-03,East,797.28
Unit,10,65.17,2024-06-08,West,651.7
Physical,29,77.06,2024-10-26,West,2234.74
Time,80,37.7,2024-11-02,West,3016.0
One,32,9.72,2024-03-02,East,311.04
Professional,13,29.48,2024-02-12,East,383.24
Hour,99,41.9,2024-10-01,South,4148.1
Nor,60,44.42,2024-11-17,North,2665.2
Friend,17,10.23,2024-06-10,North,173.91
Game,3,16.18,2024-02-17,North,48.54
That,43,61.41,2024-10-31,South,2640.63
Affect,36,23.63,2024-03-26,West,850.68
Certain,36,55.77,2024-05-02,East,2007.72
Partner,63,51.47,2024-12-22,North,3242.61
Radio,61,58.91,2024-12-19,South,3593.51
Sing,62,41.83,2024-02-16,North,2593.46
Environmental,1,65.98,2024-06-02,West,65.98
Yourself,37,86.32,2024-04-24,South,3193.84
Thought,57,45.67,2024-08-22,East,2603.19
Dream,7,17.26,2024-06-15,North,120.82
Energy,9,52.23,2024-06-06,East,470.07
Vote,82,87.11,2024-10-31,North,7143.02
Anything,11,91.73,2024-03-27,South,1009.03
Gas,96,88.2,2024-05-26,West,8467.2
Fall,91,11.51,2024-06-21,West,1047.41
Fund,13,79.0,2024-11-28,North,1027.0
As,67,89.14,2024-08-04,South,5972.38
Issue,98,70.93,2024-02-26,North,6951.14
Whether,6,78.48,2024-04-22,South,470.88
Indeed,40,96.62,2024-10-12,East,3864.8
Professor,79,68.58,2025-01-06,South,5417.82
Us,25,77.77,2024-11-13,South,1944.25
Follow,90,40.06,2024-12-12,East,3605.4
Way,72,6.24,2024-07-19,North,449.28
That,6,78.98,2024-07-31,North,473.88
East,65,94.79,2024-02-22,West,6161.35
Tonight,70,54.58,2024-02-13,West,3820.6
Area,78,63.44,2024-11-05,South,4948.32
Measure,92,17.07,2024-04-08,East,1570.44
Common,100,66.16,2024-09-04,South,6616.0
National,89,11.92,2024-06-26,South,1060.88
Film,85,22.28,2025-01-05,North,1893.8
Bit,40,50.52,2024-12-11,West,2020.8
Trouble,28,51.54,2024-02-05,East,1443.12
Record,70,78.65,2024-05-30,North,5505.5
Bad,4,8.55,2024-05-22,East,34.2
Occur,84,55.32,2024-10-20,South,4646.88
Strong,43,81.85,2024-07-27,West,3519.55
Miss,41,79.19,2024-06-05,West,3246.79
Democrat,42,74.24,2025-01-13,South,3118.08
Likely,50,86.2,2024-03-23,North,4310.0
Scene,57,88.5,2024-02-26,South,5044.5
Two,20,56.26,2024-04-09,East,1125.2
Product,12,40.24,2024-06-30,East,482.88
Film,10,62.55,2024-09-27,South,625.5
Ago,100,24.74,2024-11-03,South,2474.0
Attorney,29,83.08,2024-03-16,West,2409.32
Report,8,93.43,2025-01-14,South,747.44
Keep,28,76.99,2024-04-08,East,2155.72
Seven,38,22.47,2024-06-02,East,853.86
Once,86,22.97,2024-02-21,South,1975.42
Site,70,61.35,2024-08-31,North,4294.5
Modern,60,54.36,2024-08-08,North,3261.6
Event,7,47.11,2024-03-22,North,329.77
Discuss,96,90.99,2024-05-18,South,8735.04
Often,19,40.97,2024-11-06,North,778.43
Responsibility,68,95.79,2024-07-18,West,6513.72
Lose,24,67.71,2024-02-06,South,1625.04
Everybody,26,88.86,2025-01-04,West,2310.36
Seem,33,34.13,2024-10-14,South,1126.29
Fly,64,78.83,2024-04-28,East,5045.12
Sense,93,95.12,2024-03-27,West,8846.16
Him,91,43.98,2024-04-16,South,4002.18
Safe,45,77.07,2025-01-25,West,3468.15
Safe,63,30.47,2024-02-18,South,1919.61
Reach,78,52.52,2024-03-31,North,4096.56
Doctor,1,30.24,2024-01-27,East,30.24
Meeting,53,39.47,2024-07-23,East,2091.91
Let,5,57.63,2024-08-17,North,288.15
Body,52,75.26,2024-09-29,North,3913.52
Ten,29,87.89,2024-06-21,North,2548.81
Security,3,98.47,2025-01-16,North,295.41
Position,10,98.46,2024-06-19,West,984.6
Not,66,38.55,2024-12-30,North,2544.3
Job,3,37.19,2024-01-30,West,111.57
Recognize,44,90.15,2024-05-17,South,3966.6
Business,37,20.01,2024-05-20,North,740.37
Very,40,25.49,2024-05-05,North,1019.6
Ground,29,91.08,2024-10-05,North,2641.32
Something,18,24.06,2024-04-28,West,433.08
Itself,95,92.16,2024-01-28,South,8755.2
Lay,91,31.58,2024-04-21,South,2873.78
Direction,16,28.32,2024-04-07,West,453.12
Beat,73,15.91,2024-09-23,South,1161.43
Thus,55,78.08,2024-07-28,North,4294.4
Blood,46,62.48,2024-07-27,East,2874.08
Science,2,20.56,2024-07-17,South,41.12
Cup,49,94.59,2024-12-28,East,4634.91
Sea,61,79.31,2024-10-29,North,4837.91
Morning,27,42.21,2024-04-05,West,1139.67
Hear,88,68.79,2024-08-23,North,6053.52
Middle,27,54.73,2024-08-10,South,1477.71
Full,90,64.51,2024-05-02,South,5805.9
Plan,55,78.16,2024-06-11,West,4298.8
Important,67,21.14,2024-12-11,North,1416.38
Develop,51,91.27,2024-06-06,West,4654.77
A,84,57.6,2024-03-14,East,4838.4
Them,56,30.77,2024-04-01,North,1723.12
Able,48,8.93,2025-01-03,South,428.64
Ago,40,94.83,2024-07-10,East,3793.2
Law,79,50.16,2024-05-25,North,3962.64
Drive,25,11.25,2024-12-29,East,281.25
I,71,37.52,2024-02-06,North,2663.92
Minute,1,52.74,2024-12-06,South,52.74
Continue,13,48.89,2024-07-10,South,635.57
Need,33,8.83,2024-12-22,East,291.39
Become,95,28.66,2024-03-07,West,2722.7
Finally,81,91.54,2024-03-19,West,7414.74
Wall,76,22.95,2025-01-04,South,1744.2
Space,29,51.96,2024-07-20,North,1506.84
Style,48,91.48,2024-06-16,West,4391.04
Budget,3,75.43,2024-04-11,South,226.29
Turn,43,6.56,2024-04-13,West,282.08
Purpose,52,87.83,2024-07-02,North,4567.16
Game,42,80.05,2024-09-17,South,3362.1
First,27,47.33,2024-06-03,West,1277.91
Agree,4,44.91,2024-08-12,South,179.64
Light,11,29.42,2024-04-12,West,323.62
Training,74,8.21,2024-04-17,North,607.54
No,87,71.75,2024-11-25,East,6242.25
Pm,96,6.3,2024-09-27,North,604.8
Practice,87,67.75,2024-11-26,West,5894.25
Prepare,70,83.13,2024-09-22,East,5819.1
Part,40,82.33,2024-07-17,West,3293.2
Open,59,62.02,2024-06-17,West,3659.18
A,5,15.22,2024-08-15,East,76.1
They,68,8.34,2024-03-02,West,567.12
Actually,7,29.17,2024-07-22,West,204.19
It,53,29.17,2024-08-01,North,1546.01
Light,51,89.56,2024-04-22,North,4567.56
Forward,27,53.31,2025-01-15,East,1439.37
Cause,52,30.66,2024-03-24,South,1594.32
Participant,61,17.04,2024-02-17,West,1039.44
Accept,62,60.47,2025-01-03,North,3749.14
Entire,91,40.2,2024-03-05,East,3658.2
Major,35,92.38,2024-12-25,East,3233.3
Soldier,12,38.11,2024-11-07,East,457.32
Throughout,70,44.83,2024-09-25,West,3138.1
Realize,42,78.15,2024-02-02,East,3282.3
Moment,10,12.66,2024-06-05,South,126.6
Whole,70,6.05,2024-08-31,North,423.5
Me,53,92.48,2024-11-18,West,4901.44
Ready,89,89.93,2025-01-10,West,8003.77
Type,70,8.4,2024-02-09,East,588.0
Trouble,21,57.12,2024-11-05,West,1199.52
Must,54,30.44,2024-04-03,West,1643.76
Actually,30,93.0,2025-01-04,West,2790.0
Again,23,52.61,2024-08-08,South,1210.03
Decide,74,83.75,2024-05-18,North,6197.5
Door,40,75.14,2024-06-28,West,3005.6
Look,21,8.0,2024-12-25,North,168.0
Report,87,50.57,2024-03-06,West,4399.59
According,29,95.94,2024-03-31,South,2782.26
Option,39,7.95,2024-02-08,East,310.05
Day,69,12.37,2024-07-02,North,853.53
Piece,22,18.64,2024-02-27,West,410.08
Region,86,86.47,2024-07-22,East,7436.42
Around,46,34.07,2024-04-30,South,1567.22
Whatever,41,79.24,2024-08-07,North,3248.84
Make,98,20.29,2024-04-10,East,1988.42
Five,65,41.89,2024-10-28,West,2722.85
Kind,62,78.3,2024-05-10,North,4854.6
North,83,83.18,2024-09-13,South,6903.94
Center,47,31.35,2024-12-10,North,1473.45
Offer,96,13.34,2024-10-13,North,1280.64
Late,11,15.78,2024-12-20,West,173.58
Worry,20,91.49,2024-12-15,South,1829.8
Suggest,93,41.54,2024-03-23,West,3863.22
Future,87,43.08,2025-01-13,East,3747.96
Speak,34,53.69,2024-02-12,East,1825.46
Science,41,88.43,2024-09-30,West,3625.63
Allow,80,86.31,2024-10-25,East,6904.8
Operation,53,84.36,2024-02-13,North,4471.08
Article,48,14.64,2024-02-29,South,702.72
Have,15,18.45,2024-03-08,East,276.75
Improve,24,83.43,2024-11-03,South,2002.32
Need,24,25.37,2025-01-19,East,608.88
Something,21,55.12,2024-05-05,North,1157.52
Including,56,60.97,2024-10-04,East,3414.32
Plant,86,48.32,2024-09-07,South,4155.52
Offer,53,30.32,2024-02-29,West,1606.96
Present,45,59.22,2024-08-18,West,2664.9
Race,88,55.36,2024-12-22,East,4871.68
In,100,61.22,2024-07-11,North,6122.0
North,65,64.57,2024-07-16,South,4197.05
Everybody,23,93.01,2024-02-16,North,2139.23
Back,39,66.18,2024-02-20,East,2581.02
Glass,12,28.5,2024-09-15,North,342.0
Cover,47,31.41,2024-05-25,North,1476.27
Fire,80,46.67,2024-04-05,West,3733.6
Skin,3,93.75,2024-07-28,East,281.25
Check,19,53.27,2024-04-24,South,1012.13
Seek,40,18.71,2024-02-12,North,748.4
Agreement,86,68.2,2024-07-13,West,5865.2
Simple,74,53.94,2024-10-04,South,3991.56
Perhaps,83,37.19,2024-09-25,West,3086.77
Meeting,30,65.66,2024-04-09,South,1969.8
Prepare,35,16.39,2024-06-28,West,573.65
Have,3,83.39,2024-03-12,South,250.17
Either,22,19.95,2024-10-08,West,438.9
Travel,66,82.46,2024-02-09,North,5442.36
Cut,50,20.38,2024-06-05,North,1019.0
Mission,97,31.64,2024-12-01,West,3069.08
Ability,35,67.52,2025-01-13,East,2363.2
Medical,59,81.35,2025-01-20,South,4799.65
Sit,37,48.38,2024-02-27,South,1790.06
Professor,97,68.99,2024-09-14,South,6692.03
Cause,87,79.19,2024-04-06,East,6889.53
Group,73,94.7,2024-11-25,East,6913.1
Audience,88,60.9,2024-08-02,North,5359.2
Feeling,96,46.26,2024-10-17,South,4440.96
Trial,38,79.7,2024-05-20,North,3028.6
Several,73,55.95,2024-04-30,West,4084.35
Account,82,56.52,2024-11-05,West,4634.64
Sea,66,53.12,2024-05-11,South,3505.92
Across,45,60.25,2025-01-16,South,2711.25
Conference,93,61.6,2024-06-09,South,5728.8
Near,38,49.62,2024-05-29,East,1885.56
Skill,61,10.11,2024-02-15,East,616.71
Simply,66,66.39,2025-01-21,North,4381.74
Contain,53,18.6,2024-05-10,South,985.8
May,28,77.39,2024-07-25,South,2166.92
Together,12,49.7,2024-05-23,North,596.4
Suggest,10,91.89,2025-01-16,West,918.9
Professional,18,53.51,2024-04-19,South,963.18
Task,32,43.27,2024-09-05,North,1384.64
Majority,60,28.23,2025-01-11,South,1693.8
Someone,85,74.98,2024-04-19,West,6373.3
Baby,47,87.11,2024-02-12,West,4094.17
Coach,30,44.56,2025-01-01,South,1336.8
Figure,96,51.77,2024-11-09,North,4969.92
Player,25,52.39,2024-06-01,South,1309.75
City,89,9.62,2024-05-18,East,856.18
Tonight,18,83.04,2024-09-10,North,1494.72
Billion,64,29.45,2024-11-17,South,1884.8
Scene,43,73.92,2024-06-05,North,3178.56
Dark,62,22.13,2024-12-11,East,1372.06
Within,81,39.0,2024-03-14,East,3159.0
Maybe,34,55.83,2024-05-15,East,1898.22
Lawyer,34,40.11,2024-04-08,South,1363.74
Call,91,62.51,2025-01-18,North,5688.41
Within,47,60.41,2024-12-14,West,2839.27
Authority,44,19.66,2024-05-20,South,865.04
Include,1,73.09,2024-10-14,West,73.09
Local,38,84.48,2024-07-27,East,3210.24
Machine,4,11.96,2024-05-03,East,47.84
That,51,33.9,2024-02-19,East,1728.9
Memory,58,44.68,2025-01-25,East,2591.44
Hotel,52,50.08,2024-08-04,West,2604.16
Really,68,91.42,2024-10-14,West,6216.56
Throw,89,73.04,2024-03-30,East,6500.56
Week,36,71.84,2024-03-20,South,2586.24
Board,16,37.74,2024-02-23,East,603.84
Sit,28,26.64,2024-12-29,West,745.92
Number,18,78.41,2024-05-26,West,1411.38
Catch,51,83.84,2024-10-24,East,4275.84
Teach,68,68.98,2024-09-06,South,4690.64
Surface,87,51.42,2024-08-29,West,4473.54
When,14,51.66,2024-08-03,West,723.24
Player,43,91.66,2024-05-10,East,3941.38
Per,65,51.56,2024-10-13,North,3351.4
About,88,66.75,2024-11-23,South,5874.0
Close,14,48.72,2024-05-28,West,682.08
National,1,96.91,2024-04-03,East,96.91
Score,38,72.09,2025-01-24,North,2739.42
Window,28,75.49,2024-07-03,South,2113.72
Pretty,92,40.17,2024-09-08,North,3695.64
Manage,31,77.9,2024-03-22,South,2414.9
Military,34,81.55,2024-11-17,South,2772.7
Close,77,8.73,2024-08-02,North,672.21
Personal,97,12.73,2024-10-30,East,1234.81
Themselves,32,21.45,2024-04-14,South,686.4
Something,46,86.66,2024-12-21,East,3986.36
Try,47,67.38,2024-04-15,South,3166.86
Tough,34,63.28,2025-01-26,West,2151.52
Front,2,7.84,2024-10-10,South,15.68
Window,95,59.79,2024-12-27,South,5680.05
Ready,53,14.69,2024-06-14,South,778.57
May,72,61.84,2024-10-08,West,4452.48
Leave,87,20.17,2024-04-13,East,1754.79
Campaign,6,37.49,2024-05-05,East,224.94
Require,33,8.48,2024-08-07,North,279.84
Vote,83,21.65,2024-10-25,North,1796.95
Number,77,58.68,2024-08-08,East,4518.36
Management,2,47.17,2024-06-17,South,94.34
Drug,92,90.2,2024-08-20,East,8298.4
Scientist,35,37.7,2025-01-15,South,1319.5
Those,92,74.84,2024-09-11,East,6885.28
Forward,31,63.87,2024-04-08,North,1979.97
Student,10,83.05,2024-12-27,East,830.5
Everybody,98,29.73,2024-02-06,West,2913.54
Return,13,15.71,2024-11-10,North,204.23
Card,61,99.28,2024-07-25,East,6056.08
Production,44,59.16,2024-12-28,West,2603.04
Newspaper,70,47.4,2024-02-07,East,3318.0
Action,92,6.49,2024-05-09,East,597.08
Focus,65,62.17,2024-11-12,South,4041.05
Create,8,94.01,2024-12-03,East,752.08
Data,23,43.3,2024-05-08,East,995.9
Administration,15,81.29,2024-11-28,West,1219.35
Than,79,83.6,2024-06-19,East,6604.4
Able,13,43.3,2025-01-06,East,562.9
Buy,71,25.87,2024-05-20,East,1836.77
Million,87,17.2,2024-07-25,East,1496.4
Support,19,39.96,2024-10-18,West,759.24
Against,51,32.21,2024-04-30,West,1642.71
Physical,25,65.57,2024-06-02,East,1639.25
Red,29,89.62,2024-04-13,North,2598.98
Environment,96,29.76,2024-02-11,South,2856.96
Ask,89,64.87,2025-01-26,East,5773.43
Home,95,38.13,2024-11-21,West,3622.35
Effect,32,33.41,2024-10-21,North,1069.12
Wide,60,37.77,2024-06-27,East,2266.2
Represent,10,97.91,2024-09-27,West,979.1
Leader,21,9.09,2024-11-19,West,190.89
Professor,48,98.79,2024-02-08,West,4741.92
Short,63,79.92,2024-07-17,North,5034.96
Sort,65,83.16,2024-06-03,North,5405.4
Trial,5,69.11,2024-09-08,East,345.55
Southern,62,80.7,2024-09-13,North,5003.4
Listen,90,12.75,2024-04-11,North,1147.5
Think,65,94.8,2024-12-24,North,6162.0
Ahead,36,81.15,2024-09-13,South,2921.4
Doctor,60,43.52,2024-11-15,South,2611.2
Perhaps,65,73.49,2024-10-30,North,4776.85
Movie,23,19.59,2024-09-13,North,450.57
Finally,85,97.21,2024-12-06,South,8262.85
Box,52,87.1,2024-10-01,North,4529.2
Product,75,64.16,2024-12-26,West,4812.0
Maintain,65,10.17,2024-12-17,East,661.05
Add,6,21.79,2024-12-18,West,130.74
Yourself,33,13.64,2024-07-09,North,450.12
Beyond,77,29.89,2024-06-06,East,2301.53
Nice,3,46.53,2024-09-10,East,139.59
Other,53,52.0,2024-10-25,East,2756.0
He,72,17.74,2024-05-25,East,1277.28
People,63,67.06,2024-07-01,South,4224.78
Manage,97,10.53,2024-11-23,North,1021.41
Model,92,63.45,2024-05-06,South,5837.4
Science,14,58.27,2024-05-26,South,815.78
Particularly,97,83.53,2024-11-08,South,8102.41
Fund,67,36.86,2024-02-20,North,2469.62
Personal,92,16.25,2025-01-10,South,1495.0
Cold,83,48.88,2024-12-26,South,4057.04
Total,63,76.38,2024-10-30,South,4811.94
Last,13,20.69,2024-10-02,West,268.97
Miss,87,41.52,2024-05-13,East,3612.24
Community,4,96.82,2024-06-15,East,387.28
Population,36,66.06,2025-01-12,West,2378.16
Cultural,16,93.76,2024-10-07,North,1500.16
Piece,60,26.43,2024-07-04,East,1585.8
Turn,53,71.75,2024-11-30,North,3802.75
Road,27,81.69,2025-01-15,East,2205.63
Girl,47,48.32,2024-11-19,West,2271.04
Visit,3,91.59,2024-07-11,North,274.77
Protect,89,99.28,2024-09-20,North,8835.92
Reality,26,67.11,2024-11-08,East,1744.86
Into,42,13.28,2024-05-04,East,557.76
Occur,59,58.22,2024-04-23,East,3434.98
Then,15,70.34,2024-04-21,West,1055.1
Visit,95,89.48,2024-05-22,North,8500.6
Test,43,29.87,2024-09-27,East,1284.41
Different,59,66.62,2024-12-09,South,3930.58
Speak,83,82.04,2024-09-26,South,6809.32
Poor,27,92.09,2024-02-14,West,2486.43
Above,71,50.68,2024-07-23,South,3598.28
Us,23,35.65,2024-03-05,East,819.95
Rock,4,75.8,2024-12-15,West,303.2
Memory,70,23.58,2024-08-28,West,1650.6
Raise,36,24.73,2024-10-29,South,890.28
Fund,62,6.63,2024-03-05,West,411.06
Year,71,26.96,2024-02-18,North,1914.16
Tell,6,6.08,2024-03-01,South,36.48
Arm,40,9.31,2024-02-16,South,372.4
Beat,48,77.27,2024-06-18,North,3708.96
Lawyer,47,38.35,2024-06-10,North,1802.45
Ago,69,66.69,2024-01-27,South,4601.61
Value,12,8.99,2024-11-18,East,107.88
Responsibility,28,18.39,2024-10-07,North,514.92
Though,85,62.79,2024-05-05,North,5337.15
Arm,94,46.09,2024-02-27,North,4332.46
Find,1,50.03,2024-01-30,West,50.03
Number,55,43.46,2024-03-02,South,2390.3
However,33,62.97,2024-12-02,West,2078.01
Party,10,95.73,2024-10-07,South,957.3
Street,61,31.74,2024-05-17,South,1936.14
Article,24,23.95,2024-10-03,East,574.8
Economy,52,57.57,2024-11-21,West,2993.64
While,81,89.52,2024-02-15,East,7251.12
Feeling,60,71.02,2024-04-12,East,4261.2
Ahead,82,95.82,2024-04-22,South,7857.24
Sit,94,67.65,2024-11-30,West,6359.1
Piece,79,74.57,2024-09-01,North,5891.03
Really,24,39.53,2024-12-11,East,948.72
Process,82,48.09,2025-01-22,East,3943.38
Reduce,56,7.37,2024-02-28,North,412.72
Republican,70,39.13,2024-03-02,North,2739.1
Bank,54,58.67,2024-10-24,East,3168.18
State,10,87.44,2024-04-20,East,874.4
Long,22,19.64,2024-07-08,North,432.08
Clearly,27,71.93,2024-02-19,East,1942.11
Population,79,32.87,2024-08-19,North,2596.73
Produce,75,34.98,2024-05-24,North,2623.5
